"","X","society_id","society_name","society_xd_id","language_glottocode","language_name","language_family","variable_id","code","code_label","focal_year","sub_case","comment"
"1598",1598,"B6","Jarawa","xd903","jara1245","Jarawa (India)","Jarawa-Onge","MonthlyMeanPrecipitation",160382.7244,NA,NA,NA,NA
"1599",1599,"Ih14","Mbau Fijians","xd867","bauu1243","Bau (Fijian)","Austronesian","MonthlyMeanPrecipitation",160464.9687,NA,NA,NA,NA
"1600",1600,"Ih8","Vanua Levu","xd874","nort2843","Northeast Vanua Levu","Austronesian","MonthlyMeanPrecipitation",160464.9687,NA,NA,NA,NA
"1601",1601,"Nb15","Lummi","xd1074","lumm1243","Lummi","Salishan","MonthlyMeanPrecipitation",160993.373,NA,NA,NA,NA
"1602",1602,"Ej6","Moken","xd728","moke1242","Moken","Austronesian","MonthlyMeanPrecipitation",161614.8772,NA,NA,NA,NA
"1603",1603,"B99","Mulluk","xd948","mull1237","Mullukmulluk","Northern Daly","MonthlyMeanPrecipitation",161822.0915,NA,NA,NA,NA
"1604",1604,"Ah3","Tiv","xd320","tivv1240","Tiv","Atlantic-Congo","MonthlyMeanPrecipitation",161826.8751,NA,NA,NA,NA
"1605",1605,"B5","Onge","xd902","onge1236","Önge","Jarawa-Onge","MonthlyMeanPrecipitation",161882.1139,NA,NA,NA,NA
"1606",1606,"Ih4","Lau","xd870","laua1243","Lauan","Austronesian","MonthlyMeanPrecipitation",161981.0707,NA,NA,NA,NA
"1607",1607,"B61","Bayaka","xd924","beka1240","Beka","Atlantic-Congo","MonthlyMeanPrecipitation",162035.4339,NA,NA,NA,NA
"1608",1608,"B10","Vedda","xd690","vedd1240","Veddah","Indo-European","MonthlyMeanPrecipitation",162213.5132,NA,NA,NA,NA
"1609",1609,"Nj1","Chinantec","xd1295","ojit1237","Ojitlán Chinantec","Otomanguean","MonthlyMeanPrecipitation",162223.9457,NA,NA,NA,NA
"1610",1610,"Nb3","Kwakwaka'wakw","xd1090","kwak1269","Kwak'wala","Wakashan","MonthlyMeanPrecipitation",162487.7708,NA,NA,NA,NA
"1611",1611,"Ic8","Kei","xd770","keii1239","Kei","Austronesian","MonthlyMeanPrecipitation",162686.2947,NA,NA,NA,NA
"1612",1612,"Eh5","Nicobarese","xd691","carn1240","Car Nicobarese","Austroasiatic","MonthlyMeanPrecipitation",162840.6592,NA,NA,NA,NA
"1613",1613,"Ej11","Cham","xd718","east2563","Eastern Cham","Austronesian","MonthlyMeanPrecipitation",162927.1212,NA,NA,NA,NA
"1614",1614,"Ie13","Kiwai","xd789","sout2949","Southern Kiwai","Kiwaian","MonthlyMeanPrecipitation",163223.4004,NA,NA,NA,NA
"1615",1615,"B289","Tsimshian","xd1104","nucl1649","Southern-Coastal Tsimshian","Tsimshian","MonthlyMeanPrecipitation",163866.0039,NA,NA,NA,NA
"1616",1616,"Ic13","Kodi","xd763","kodi1247","Kodi-Gaura","Austronesian","MonthlyMeanPrecipitation",163909.527,NA,NA,NA,NA
"1617",1617,"Ae18","Songye","xd136","song1303","Songe","Atlantic-Congo","MonthlyMeanPrecipitation",164000.6811,NA,NA,NA,NA
"1618",1618,"B83","Larikia","xd938","lara1258","Laragia",NA,"MonthlyMeanPrecipitation",164503.1555,NA,NA,NA,NA
"1619",1619,"Na10","Chugach","xd1027","chug1254","Chugach","Eskimo-Aleut","MonthlyMeanPrecipitation",164554.1179,NA,NA,NA,NA
"1620",1620,"Ad48","Toro","xd118","toor1238","Tooro","Atlantic-Congo","MonthlyMeanPrecipitation",164579.0542,NA,NA,NA,NA
"1621",1621,"SCCS75","Ancient Khmer","xd722","oldk1249","Old Khmer","Austroasiatic","MonthlyMeanPrecipitation",164642.8612,NA,NA,NA,NA
"1622",1622,"B17","Paliyans","xd910","pali1274","Paliyan","Dravidian","MonthlyMeanPrecipitation",164923.8272,NA,NA,NA,NA
"1623",1623,"Af19","Efik","xd196","efik1245","Efik","Atlantic-Congo","MonthlyMeanPrecipitation",164988.0098,NA,NA,NA,NA
"1624",1624,"Af20","Ibibio","xd198","ibib1240","Ibibio","Atlantic-Congo","MonthlyMeanPrecipitation",164988.0098,NA,NA,NA,NA
"1625",1625,"B288","Kwakwaka'wakw","xd1090","kwak1269","Kwak'wala","Wakashan","MonthlyMeanPrecipitation",165172.6373,NA,NA,NA,NA
"1626",1626,"Ac26","Yanzi","xd51","yans1239","Yansi","Atlantic-Congo","MonthlyMeanPrecipitation",165353.3586,NA,NA,NA,NA
"1627",1627,"Ie19","Marind-Amin","xd795","nucl1622","Marind","Anim","MonthlyMeanPrecipitation",165555.7609,NA,NA,NA,NA
"1628",1628,"WNAI15","Pentlatch","xd1427","pent1242","Pentlatch","Salishan","MonthlyMeanPrecipitation",165649.8524,NA,NA,NA,NA
"1629",1629,"Ab12","Zulu","xd13","zulu1248","Zulu","Atlantic-Congo","MonthlyMeanPrecipitation",165893.6429,NA,NA,NA,NA
"1630",1630,"Ej10","Rade","xd717","rade1240","Rade","Austronesian","MonthlyMeanPrecipitation",165967.1013,NA,NA,NA,NA
"1631",1631,"SCCS74","Rade","xd717","rade1240","Rade","Austronesian","MonthlyMeanPrecipitation",165967.1013,NA,NA,NA,NA
"1632",1632,"Ii7","Kapingamarangi","xd886","kapi1249","Kapingamarangi","Austronesian","MonthlyMeanPrecipitation",166353.3778,NA,NA,NA,NA
"1633",1633,"Ej15","Ancient Khmer","xd722","oldk1249","Old Khmer","Austroasiatic","MonthlyMeanPrecipitation",166441.8438,NA,NA,NA,NA
"1634",1634,"Ij8","Tahitians","xd897","tahi1242","Tahitian","Austronesian","MonthlyMeanPrecipitation",166663.0502,NA,NA,NA,NA
"1635",1635,"Ie10","Motu","xd786","motu1246","Motu","Austronesian","MonthlyMeanPrecipitation",166767.402,NA,NA,NA,NA
"1636",1636,"Ie20","Koita","xd797","koit1244","Koitabu","Koiarian","MonthlyMeanPrecipitation",166767.402,NA,NA,NA,NA
"1637",1637,"Ie22","Mekeo","xd799","meke1243","Mekeo","Austronesian","MonthlyMeanPrecipitation",166767.402,NA,NA,NA,NA
"1638",1638,"Ih13","Ranon","xd866","nort2839","North Ambrym","Austronesian","MonthlyMeanPrecipitation",166800.8324,NA,NA,NA,NA
"1639",1639,"Ia2","Sagada","xd742","nort2877","Northern Kankanay","Austronesian","MonthlyMeanPrecipitation",167495.6076,NA,NA,NA,NA
"1640",1640,"Ia3","Ifugao","xd743","tuwa1243","Tuwali Ifugao","Austronesian","MonthlyMeanPrecipitation",167495.6076,NA,NA,NA,NA
"1641",1641,"Ia8","Bontok","xd748","cent2292","Central Bontoc","Austronesian","MonthlyMeanPrecipitation",167495.6076,NA,NA,NA,NA
"1642",1642,"SCCS112","Ifugao","xd743","tuwa1243","Tuwali Ifugao","Austronesian","MonthlyMeanPrecipitation",167495.6076,NA,NA,NA,NA
"1643",1643,"Ic2","Alorese","xd764","abui1241","Abui","Timor-Alor-Pantar","MonthlyMeanPrecipitation",167525.4379,NA,NA,NA,NA
"1644",1644,"B63","Baka","xd926","baka1272","Baka (Cameroon)","Atlantic-Congo","MonthlyMeanPrecipitation",167661.6328,NA,NA,NA,NA
"1645",1645,"Ah4","Mambila","xd331","came1252","Donga Mambila","Atlantic-Congo","MonthlyMeanPrecipitation",167732.4646,NA,NA,NA,NA
"1646",1646,"Ie18","Kimam","xd794","kima1246","Kimaama","Kolopom","MonthlyMeanPrecipitation",167735.4739,NA,NA,NA,NA
"1647",1647,"Ac19","Teke","xd43","teke1278","Teke-Eboo-Nzikou","Atlantic-Congo","MonthlyMeanPrecipitation",167835.2813,NA,NA,NA,NA
"1648",1648,"Ie21","Mailu","xd798","mail1248","Mailu","Mailuan","MonthlyMeanPrecipitation",167970.7257,NA,NA,NA,NA
"1649",1649,"SCCS89","Alorese","xd764","abui1241","Abui","Timor-Alor-Pantar","MonthlyMeanPrecipitation",168015.1538,NA,NA,NA,NA
"1650",1650,"Ic7","Ili-Mandiri","xd769","lama1277","Lamaholot","Austronesian","MonthlyMeanPrecipitation",168017.2198,NA,NA,NA,NA
"1651",1651,"Ae16","Lulua","xd134","luba1249","Luba-Lulua","Atlantic-Congo","MonthlyMeanPrecipitation",169147.468,NA,NA,NA,NA
"1652",1652,"Ij5","Raroians","xd894","tuam1242","Tuamotuan","Austronesian","MonthlyMeanPrecipitation",169758.393,NA,NA,NA,NA
"1653",1653,"Af47","Krahn","xd227","west2488","Western Krahn","Atlantic-Congo","MonthlyMeanPrecipitation",170030.0034,NA,NA,NA,NA
"1654",1654,"Aj13","Pojulu","xd388","poju1239","Pöjulu","Nilotic","MonthlyMeanPrecipitation",170507.6056,NA,NA,NA,NA
"1655",1655,"Aj14","Kakwa","xd389","kakw1240","Kakwa","Nilotic","MonthlyMeanPrecipitation",170507.6056,NA,NA,NA,NA
"1656",1656,"Aj17","Alur","xd392","alur1250","Alur","Nilotic","MonthlyMeanPrecipitation",170669.2223,NA,NA,NA,NA
"1657",1657,"B12","Agta (Casiguran)","xd906","casi1235","Casiguran-Nagtipunan Agta","Austronesian","MonthlyMeanPrecipitation",170959.2415,NA,NA,NA,NA
"1658",1658,"B13","Agta (Isabela)","xd907","agta1234","Agta-Pahanan","Austronesian","MonthlyMeanPrecipitation",170959.2415,NA,NA,NA,NA
"1659",1659,"Ac23","Lele","xd48","lele1265","Lele (Democratic Republic of Congo)","Atlantic-Congo","MonthlyMeanPrecipitation",171380.6937,NA,NA,NA,NA
"1660",1660,"B268","Squamish","xd1072","squa1248","Squamish","Salishan","MonthlyMeanPrecipitation",171630.7704,NA,NA,NA,NA
"1661",1661,"WNAI16","Squamish","xd1072","squa1248","Squamish","Salishan","MonthlyMeanPrecipitation",171630.7704,NA,NA,NA,NA
"1662",1662,"B4","Shompen","xd901","shom1245","Shom Peng",NA,"MonthlyMeanPrecipitation",172234.7797,NA,NA,NA,NA
"1663",1663,"SCCS78","Nicobarese","xd691","carn1240","Car Nicobarese","Austroasiatic","MonthlyMeanPrecipitation",172234.7797,NA,NA,NA,NA
"1664",1664,"Ac4","Kuba","xd66","bush1247","Bushoong","Atlantic-Congo","MonthlyMeanPrecipitation",172282.7628,NA,NA,NA,NA
"1665",1665,"Nb23","Heiltsuk","xd1083","bell1263","Bella Bella","Wakashan","MonthlyMeanPrecipitation",173718.1015,NA,NA,NA,NA
"1666",1666,"WNAI9","Heiltsuk","xd1083","bell1263","Bella Bella","Wakashan","MonthlyMeanPrecipitation",173718.1015,NA,NA,NA,NA
"1667",1667,"Ih3","Bunlap","xd869","saaa1241","Sa","Austronesian","MonthlyMeanPrecipitation",173785.6256,NA,NA,NA,NA
"1668",1668,"SCCS101","Bunlap","xd869","saaa1241","Sa","Austronesian","MonthlyMeanPrecipitation",173785.6256,NA,NA,NA,NA
"1669",1669,"B52","Chono","xd922","chon1248","Chono",NA,"MonthlyMeanPrecipitation",174216.2655,NA,NA,NA,NA
"1670",1670,"Nb5","Eyak","xd1102","eyak1241","Eyak","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",174457.3566,NA,NA,NA,NA
"1671",1671,"SCCS130","Eyak","xd1102","eyak1241","Eyak","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",174457.3566,NA,NA,NA,NA
"1672",1672,"Ig14","Dahuni","xd846","suau1242","Suau","Austronesian","MonthlyMeanPrecipitation",174584.5045,NA,NA,NA,NA
"1673",1673,"Ah26","Ndoro","xd316","ndoo1241","Ndoola","Atlantic-Congo","MonthlyMeanPrecipitation",175050.8606,NA,NA,NA,NA
"1674",1674,"Ah27","Zuande","xd317","bita1251","Bitare","Atlantic-Congo","MonthlyMeanPrecipitation",175050.8606,NA,NA,NA,NA
"1675",1675,"Ae47","Puku","xd168","bata1285","Batanga","Atlantic-Congo","MonthlyMeanPrecipitation",175263.227,NA,NA,NA,NA
"1676",1676,"Sj2","Sherente","xd1410","xere1240","Xerénte","Nuclear-Macro-Je","MonthlyMeanPrecipitation",175512.836,NA,NA,NA,NA
"1677",1677,"Af56","Ngere","xd237","dann1241","Dan","Mande","MonthlyMeanPrecipitation",175544.9223,NA,NA,NA,NA
"1678",1678,"Ac22","Dzing","xd47","ding1239","Ding","Atlantic-Congo","MonthlyMeanPrecipitation",175745.3144,NA,NA,NA,NA
"1679",1679,"Nb22","Tlingit","xd1082","tlin1245","Tlingit","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",175907.3156,NA,NA,NA,NA
"1680",1680,"Ae52","Fungom","xd174","mmen1238","Mmen","Atlantic-Congo","MonthlyMeanPrecipitation",175919.2433,NA,NA,NA,NA
"1681",1681,"Ah24","Kentu","xd314","etky1238","Etkywan","Atlantic-Congo","MonthlyMeanPrecipitation",175919.2433,NA,NA,NA,NA
"1682",1682,"SCCS93","Kimam","xd794","kima1246","Kimaama","Kolopom","MonthlyMeanPrecipitation",175932.4178,NA,NA,NA,NA
"1683",1683,"Sd7","Wai-wai","xd1359","waiw1244","Waiwai","Cariban","MonthlyMeanPrecipitation",176121.5756,NA,NA,NA,NA
"1684",1684,"Ac24","Sakata","xd49","saka1287","Sakata","Atlantic-Congo","MonthlyMeanPrecipitation",176269.015,NA,NA,NA,NA
"1685",1685,"Ae46","Mpongwe","xd167","myen1241","Myene","Atlantic-Congo","MonthlyMeanPrecipitation",176542.9534,NA,NA,NA,NA
"1686",1686,"Ag54","Yalunka","xd293","yalu1240","Yalunka","Mande","MonthlyMeanPrecipitation",176736.4486,NA,NA,NA,NA
"1687",1687,"Ae43","Sanga","xd164","bomw1238","Bomwali","Atlantic-Congo","MonthlyMeanPrecipitation",176908.0698,NA,NA,NA,NA
"1688",1688,"SCCS84","Balinese","xd752","bali1278","Balinese","Austronesian","MonthlyMeanPrecipitation",177016.7236,NA,NA,NA,NA
"1689",1689,"Ai25","Mbandja","xd354","mban1263","Mbandja","Atlantic-Congo","MonthlyMeanPrecipitation",177067.3056,NA,NA,NA,NA
"1690",1690,"Ae13","Bashi","xd131","shii1238","Shi","Atlantic-Congo","MonthlyMeanPrecipitation",177573.976,NA,NA,NA,NA
"1691",1691,"SCCS28","Azande","xd359","zand1248","Zande","Atlantic-Congo","MonthlyMeanPrecipitation",177589.0625,NA,NA,NA,NA
"1692",1692,"Ai23","Bwaka","xd352","ngba1284","Ngbaka Ma'bo","Atlantic-Congo","MonthlyMeanPrecipitation",177855.312,NA,NA,NA,NA
"1693",1693,"Ai46","Koma","xd377","komo1258","Komo (Sudan)","Koman","MonthlyMeanPrecipitation",178159.1594,NA,NA,NA,NA
"1694",1694,"Ai47","Mao","xd378","hozo1236","Hozo","Blue Nile Mao","MonthlyMeanPrecipitation",178159.1594,NA,NA,NA,NA
"1695",1695,"Ca27","Anfillo","xd434","anfi1235","Anfillo","Ta-Ne-Omotic","MonthlyMeanPrecipitation",178159.1594,NA,NA,NA,NA
"1696",1696,"B19","Kadar","xd912","kada1242","Kadar","Dravidian","MonthlyMeanPrecipitation",178297.3258,NA,NA,NA,NA
"1697",1697,"Ae22","Kutsu","xd141","kusu1252","Kusu","Atlantic-Congo","MonthlyMeanPrecipitation",178328.7772,NA,NA,NA,NA
"1698",1698,"B11","Hill Pandaram","xd905","mala1468","Malapandaram","Dravidian","MonthlyMeanPrecipitation",178391.2415,NA,NA,NA,NA
"1699",1699,"Af16","Banyang","xd193","keny1279","Kenyang","Atlantic-Congo","MonthlyMeanPrecipitation",178809.3073,NA,NA,NA,NA
"1700",1700,"Af17","Boki","xd194","boky1238","Bokyi","Atlantic-Congo","MonthlyMeanPrecipitation",178809.3073,NA,NA,NA,NA
"1701",1701,"B21","Nayaka","xd914","jenn1240","Jennu Kurumba","Dravidian","MonthlyMeanPrecipitation",179394.168,NA,NA,NA,NA
"1702",1702,"Eg4","Toda","xd680","toda1252","Toda","Dravidian","MonthlyMeanPrecipitation",179394.168,NA,NA,NA,NA
"1703",1703,"Ic11","Ambonese","xd761","ambo1250","Ambonese Malay","Austronesian","MonthlyMeanPrecipitation",179431.4549,NA,NA,NA,NA
"1704",1704,"Ei14","Ao","xd701","aona1235","Ao Naga","Sino-Tibetan","MonthlyMeanPrecipitation",179460.4827,NA,NA,NA,NA
"1705",1705,"Ei2","Lhota","xd707","loth1237","Lotha Naga","Sino-Tibetan","MonthlyMeanPrecipitation",179460.4827,NA,NA,NA,NA
"1706",1706,"WNAI10","Kwakwaka'wakw","xd1090","kwak1269","Kwak'wala","Wakashan","MonthlyMeanPrecipitation",179655.3942,NA,NA,NA,NA
"1707",1707,"B282","Comox","xd1073","isla1276","Island Comox","Salishan","MonthlyMeanPrecipitation",179831.5588,NA,NA,NA,NA
"1708",1708,"Ae44","Bubi","xd165","bube1242","Bube","Atlantic-Congo","MonthlyMeanPrecipitation",179969.9621,NA,NA,NA,NA
"1709",1709,"Ib6","Minangkabau","xd755","mina1268","Minangkabau","Austronesian","MonthlyMeanPrecipitation",180099.641,NA,NA,NA,NA
"1710",1710,"B7","Ayta (Pinatubo)","xd904","boto1242","Botolan Sambal","Austronesian","MonthlyMeanPrecipitation",180283.6628,NA,NA,NA,NA
"1711",1711,"B60","Aka","xd923","bamb1264","Bambenzele","Atlantic-Congo","MonthlyMeanPrecipitation",180434.1932,NA,NA,NA,NA
"1712",1712,"Ig11","Rossel Islanders","xd843","yele1255","Yele",NA,"MonthlyMeanPrecipitation",180682.6589,NA,NA,NA,NA
"1713",1713,"Ae25","Tetela","xd144","tete1250","Tetela","Atlantic-Congo","MonthlyMeanPrecipitation",180736.6547,NA,NA,NA,NA
"1714",1714,"Ai34","Moru","xd364","moru1253","Moru","Central Sudanic","MonthlyMeanPrecipitation",181716.4031,NA,NA,NA,NA
"1715",1715,"Ae41","Kota","xd162","ndas1238","Ndasa","Atlantic-Congo","MonthlyMeanPrecipitation",182337.6191,NA,NA,NA,NA
"1716",1716,"Ae11","Songola","xd129","song1300","Songoora","Atlantic-Congo","MonthlyMeanPrecipitation",182470.4682,NA,NA,NA,NA
"1717",1717,"Nb14","Comox","xd1073","isla1276","Island Comox","Salishan","MonthlyMeanPrecipitation",182966.9756,NA,NA,NA,NA
"1718",1718,"Ae58","Tikar","xd180","tige1238","Tige","Atlantic-Congo","MonthlyMeanPrecipitation",183005.8687,NA,NA,NA,NA
"1719",1719,"Ah8","Bafute","xd335","vute1244","Vute","Atlantic-Congo","MonthlyMeanPrecipitation",183005.8687,NA,NA,NA,NA
"1720",1720,"Ib3","Balinese","xd752","bali1278","Balinese","Austronesian","MonthlyMeanPrecipitation",183963.9894,NA,NA,NA,NA
"1721",1721,"Eh4","Vedda","xd690","vedd1240","Veddah","Indo-European","MonthlyMeanPrecipitation",184632.9103,NA,NA,NA,NA
"1722",1722,"SCCS80","Vedda","xd690","vedd1240","Veddah","Indo-European","MonthlyMeanPrecipitation",184632.9103,NA,NA,NA,NA
"1723",1723,"B295","Eyak","xd1102","eyak1241","Eyak","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",184699.9144,NA,NA,NA,NA
"1724",1724,"Nb7","Tsimshian","xd1104","nucl1649","Southern-Coastal Tsimshian","Tsimshian","MonthlyMeanPrecipitation",184716.8116,NA,NA,NA,NA
"1725",1725,"Ae3","Fang","xd149","fang1246","Fang (Equatorial Guinea)","Atlantic-Congo","MonthlyMeanPrecipitation",185072.2912,NA,NA,NA,NA
"1726",1726,"Sd4","Guaica","xd1356","yano1262","Yanomámi","Yanomamic","MonthlyMeanPrecipitation",185384.3646,NA,NA,NA,NA
"1727",1727,"Sd9","Yanomami","xd1361","yano1261","Yanomamö","Yanomamic","MonthlyMeanPrecipitation",185384.3646,NA,NA,NA,NA
"1728",1728,"Sd1","Munduruku","xd1353","mund1330","Mundurukú","Tupian","MonthlyMeanPrecipitation",185573.4526,NA,NA,NA,NA
"1729",1729,"Ie24","Koiari","xd801","gras1249","Grass Koiari","Koiarian","MonthlyMeanPrecipitation",185681.3916,NA,NA,NA,NA
"1730",1730,"Ie9","Orokaiva","xd823","orok1269","Orokaiva","Nuclear Trans New Guinea","MonthlyMeanPrecipitation",185681.3916,NA,NA,NA,NA
"1731",1731,"Ai26","Ngbandi","xd355","nort2774","Northern Ngbandi","Atlantic-Congo","MonthlyMeanPrecipitation",185720.423,NA,NA,NA,NA
"1732",1732,"Nb12","Klahoose","xd1071","slia1241","Sliammon","Salishan","MonthlyMeanPrecipitation",185901.2678,NA,NA,NA,NA
"1733",1733,"Sc16","Ye'kuana","xd1342","maqu1238","Maquiritari","Cariban","MonthlyMeanPrecipitation",186057.8834,NA,NA,NA,NA
"1734",1734,"Sd5","Sateré Mawé","xd1357","sate1243","Sateré-Mawé","Tupian","MonthlyMeanPrecipitation",186124.3705,NA,NA,NA,NA
"1735",1735,"Se4","Yagua","xd1368","yagu1244","Yagua","Peba-Yagua","MonthlyMeanPrecipitation",186218.6604,NA,NA,NA,NA
"1736",1736,"Ia5","Hanunoo","xd745","hanu1241","Hanunoo","Austronesian","MonthlyMeanPrecipitation",186233.9842,NA,NA,NA,NA
"1737",1737,"Ej5","Khmer","xd727","cent1989","Central Khmer","Austroasiatic","MonthlyMeanPrecipitation",186258.2242,NA,NA,NA,NA
"1738",1738,"B3","Anak Dalam","xd757","kubu1239","Kubu","Austronesian","MonthlyMeanPrecipitation",186677.5655,NA,NA,NA,NA
"1739",1739,"Ig19","Molima","xd851","moli1248","Molima","Austronesian","MonthlyMeanPrecipitation",186946.1107,NA,NA,NA,NA
"1740",1740,"Ig5","Dobuans","xd857","dobu1241","Dobu","Austronesian","MonthlyMeanPrecipitation",186946.1107,NA,NA,NA,NA
"1741",1741,"Ic12","Sumbawanese","xd762","sumb1241","Sumbawa","Austronesian","MonthlyMeanPrecipitation",186978.2132,NA,NA,NA,NA
"1742",1742,"Ai44","Anuak","xd375","anua1242","Anuak","Nilotic","MonthlyMeanPrecipitation",187101.7919,NA,NA,NA,NA
"1743",1743,"Ae21","Kela","xd140","yela1238","Yela-Kela","Atlantic-Congo","MonthlyMeanPrecipitation",187141.2796,NA,NA,NA,NA
"1744",1744,"Ae50","Bamum","xd172","bamu1253","Bamun","Atlantic-Congo","MonthlyMeanPrecipitation",187740.9144,NA,NA,NA,NA
"1745",1745,"Ae56","Nsaw","xd178","lamn1239","Lamnso'","Atlantic-Congo","MonthlyMeanPrecipitation",187740.9144,NA,NA,NA,NA
"1746",1746,"Ae57","Nsungli","xd179","limb1268","Limbum","Atlantic-Congo","MonthlyMeanPrecipitation",187740.9144,NA,NA,NA,NA
"1747",1747,"Ae42","Ngumba","xd163","kwas1243","Kwasio","Atlantic-Congo","MonthlyMeanPrecipitation",187894.3844,NA,NA,NA,NA
"1748",1748,"WNAI14","Klahoose","xd1071","slia1241","Sliammon","Salishan","MonthlyMeanPrecipitation",187945.4866,NA,NA,NA,NA
"1749",1749,"Sf4","U'wa","xd1377","cent2150","Central Tunebo","Chibchan","MonthlyMeanPrecipitation",188023.5864,NA,NA,NA,NA
"1750",1750,"Ae49","Bali Nyonga","xd170","mung1266","Mungaka","Atlantic-Congo","MonthlyMeanPrecipitation",188116.4365,NA,NA,NA,NA
"1751",1751,"Ae54","Kom","xd176","komc1235","Kom (Cameroon)","Atlantic-Congo","MonthlyMeanPrecipitation",188116.4365,NA,NA,NA,NA
"1752",1752,"Ae55","Ndob","xd177","band1349","Bandobo","Atlantic-Congo","MonthlyMeanPrecipitation",188116.4365,NA,NA,NA,NA
"1753",1753,"Ae59","Widikum","xd181","meta1238","Meta'","Atlantic-Congo","MonthlyMeanPrecipitation",188116.4365,NA,NA,NA,NA
"1754",1754,"Ae9","Fut","xd185","bafu1246","Bafut","Atlantic-Congo","MonthlyMeanPrecipitation",188116.4365,NA,NA,NA,NA
"1755",1755,"Ae39","Ngombe","xd159","binj1250","Binja","Atlantic-Congo","MonthlyMeanPrecipitation",188204.3181,NA,NA,NA,NA
"1756",1756,"Ae28","Ngala","xd147","ling1263","Lingala","Atlantic-Congo","MonthlyMeanPrecipitation",188283.912,NA,NA,NA,NA
"1757",1757,"SCCS83","Javanese","xd751","java1254","Javanese","Austronesian","MonthlyMeanPrecipitation",188300.9758,NA,NA,NA,NA
"1758",1758,"Ib8","Anak Dalam","xd757","kubu1239","Kubu","Austronesian","MonthlyMeanPrecipitation",189205.5434,NA,NA,NA,NA
"1759",1759,"B20","Cholanaikkan","xd913","jenn1240","Jennu Kurumba","Dravidian","MonthlyMeanPrecipitation",189398.7072,NA,NA,NA,NA
"1760",1760,"Af49","Sapo","xd229","sapo1251","Sapo","Atlantic-Congo","MonthlyMeanPrecipitation",189545.0764,NA,NA,NA,NA
"1761",1761,"Sf2","Aymara","xd1375","cent2142","Central Aymara","Aymaran","MonthlyMeanPrecipitation",189913.4688,NA,NA,NA,NA
"1762",1762,"Sf9","Uru","xd1382","uruu1244","Uru","Uru-Chipaya","MonthlyMeanPrecipitation",189913.4688,NA,NA,NA,NA
"1763",1763,"Se2","Ticuna","xd1366","ticu1245","Ticuna","Ticuna-Yuri","MonthlyMeanPrecipitation",190178.3765,NA,NA,NA,NA
"1764",1764,"SCCS163","Yanomami","xd1361","yano1261","Yanomamö","Yanomamic","MonthlyMeanPrecipitation",190459.4902,NA,NA,NA,NA
"1765",1765,"Se6","Witoto","xd1370","muru1274","Murui Huitoto","Huitotoan","MonthlyMeanPrecipitation",190508.6758,NA,NA,NA,NA
"1766",1766,"B279","Stó:lō","xd1087","chil1281","Chiliwack","Salishan","MonthlyMeanPrecipitation",190666.1216,NA,NA,NA,NA
"1767",1767,"Nb26","Cowichan","xd1086","cowi1241","Cowichan","Salishan","MonthlyMeanPrecipitation",190666.1216,NA,NA,NA,NA
"1768",1768,"Sc2","Pumé","xd1345","pume1238","Pumé",NA,"MonthlyMeanPrecipitation",NA,NA,NA,NA,NA
"1769",1769,"Ai3","Azande","xd359","zand1248","Zande","Atlantic-Congo","MonthlyMeanPrecipitation",191222.4513,NA,NA,NA,NA
"1770",1770,"SCCS166","Munduruku","xd1353","mund1330","Mundurukú","Tupian","MonthlyMeanPrecipitation",192012.6226,NA,NA,NA,NA
"1771",1771,"Ed2","Lolo","xd645","sich1238","Sichuan Yi","Sino-Tibetan","MonthlyMeanPrecipitation",192218.8512,NA,NA,NA,NA
"1772",1772,"B2","Palawan Batak","xd900","bata1301","Batak","Austronesian","MonthlyMeanPrecipitation",192228.2516,NA,NA,NA,NA
"1773",1773,"Ib2","Javanese","xd751","java1254","Javanese","Austronesian","MonthlyMeanPrecipitation",192692.9059,NA,NA,NA,NA
"1774",1774,"SCCS132","Nuxalk","xd1106","bell1243","Bella Coola","Salishan","MonthlyMeanPrecipitation",192758.4857,NA,NA,NA,NA
"1775",1775,"Ae38","Ndoko","xd158","doko1244","Doko (Democratic Republic of Congo)","Atlantic-Congo","MonthlyMeanPrecipitation",192977.5785,NA,NA,NA,NA
"1776",1776,"Eg6","Kerala","xd682","mala1464","Malayalam","Dravidian","MonthlyMeanPrecipitation",193003.6055,NA,NA,NA,NA
"1777",1777,"Ae17","Rega","xd135","lega1249","Lega-Shabunda","Atlantic-Congo","MonthlyMeanPrecipitation",193073.3166,NA,NA,NA,NA
"1778",1778,"Ae20","Ekonda","xd139","ekon1238","Ekonda Mongo","Atlantic-Congo","MonthlyMeanPrecipitation",193130.177,NA,NA,NA,NA
"1779",1779,"Ee3","Lepcha","xd655","lepc1244","Lepcha","Sino-Tibetan","MonthlyMeanPrecipitation",193285.5531,NA,NA,NA,NA
"1780",1780,"Ie25","Mafulu","xd802","fuyu1242","Fuyug","Goilalan","MonthlyMeanPrecipitation",193575.5796,NA,NA,NA,NA
"1781",1781,"Ej2","Mnong Gar","xd724","east2333","Eastern Mnong","Austroasiatic","MonthlyMeanPrecipitation",193655.0434,NA,NA,NA,NA
